"pkgname";"pkgver";"arch";"pkgrel";"location";"dep";"sizeC";"sizeU";"Desc"
"ispell";"3.2.06";"x86_64";"1";"/slackware64/ap";"";"344 K";"1660 K";" ispell (spelling checker) Ispell is a fast screen-oriented spelling checker that shows you your errors in the context of the original file, and suggests possible corrections when it can figure them out. Compared to UNIX spell, it is faster and much easier to use. Ispell can also handle languages other than English. Ispell has a long history, and many people have contributed to the current version -- some of the major contributors include R. E. Gorin, Pace Willisson, Walt Buehring, and Geoff Kuenning. "
"iw";"0.9.20";"x86_64";"1";"/slackware64/n";"";"36 K";"100 K";" iw (tool for configuring Linux wireless devices) This package contains the `iw' tool which allows you to configure and show information about wireless networking. The tool is currently used for drivers based on the mac80211 stack, but work is under way to make it useful for other wireless drivers as well. Homepage: http://wireless.kernel.org/en/users/Documentation/iw "
"iwlwifi-100-ucode";"39.31.5.1";"fw";"1";"/slackware64/n";"";"124 K";"350 K";" iwlwifi-1000-ucode (Intel Centrino N 100 wireless microcode) The microcode provided in this package is required for the Intel Wireless WiFi Link AGN driver for Linux (iwlagn) to operate. Visit Intel's Linux wireless website at this address: http://intellinuxwireless.org/"
"iwlwifi-1000-ucode";"128.50.3.1";"fw";"1";"/slackware64/n";"";"120 K";"350 K";" iwlwifi-1000-ucode (Intel 1000 wireless microcode) The microcode provided in this package is required for the Intel Wireless WiFi Link AGN driver for Linux (iwlagn) to operate. Visit Intel's Linux wireless website at this address: http://intellinuxwireless.org/"
"iwlwifi-3945-ucode";"15.32.2.9";"fw";"1";"/slackware64/n";"";"72 K";"320 K";" iwlwifi-3945-ucode (Intel 3945 wireless microcode) The microcode provided in this package is required for the Intel PRO/Wireless 3945ABG/BG Network Connection Adapter driver for Linux (iwlwifi-3945) to operate. Visit Intel's Linux wireless website at this address: http://intellinuxwireless.org/"
"iwlwifi-4965-ucode";"228.61.2.24";"fw";"1";"/slackware64/n";"";"80 K";"400 K";" iwlwifi-4965-ucode (Intel 4965 wireless microcode) The microcode provided in this package is required for the Intel PRO/Wireless 4965ABG/BG Network Connection Adapter driver for Linux (iwlwifi-4965) to operate. Visit Intel's Linux wireless website at this address: http://intellinuxwireless.org/"
"iwlwifi-5000-ucode";"8.83.5.1";"fw";"1";"/slackware64/n";"";"260 K";"1050 K";" iwlwifi-5000-ucode (Intel 5000 wireless microcode) The microcode provided in this package is required for the Intel PRO/Wireless 5000ABG/BG Network Connection Adapter driver for Linux (iwlagn) to operate. Visit Intel's Linux wireless website at this address: http://intellinuxwireless.org/"
"iwlwifi-5150-ucode";"8.24.2.2";"fw";"1";"/slackware64/n";"";"120 K";"350 K";" iwlwifi-5150-ucode (Intel 5150 wireless microcode) The microcode provided in this package is required for the Intel PRO/Wireless 5150AGN Network Connection Adapter driver for Linux (iwlagn) to operate. Visit Intel's Linux wireless website at this address: http://intellinuxwireless.org/"
"iwlwifi-6000-ucode";"9.221.4.1";"fw";"1";"/slackware64/n";"";"136 K";"460 K";" iwlwifi-6000-ucode (Intel 6000 wireless microcode) The microcode provided in this package is required for the Intel Wireless WiFi Link AGN driver for Linux (iwlagn) to operate. Visit Intel's Linux wireless website at this address: http://intellinuxwireless.org/"
"iwlwifi-6xxx-ucode";"41.28.5.1";"fw";"1";"/slackware64/n";"";"316 K";"1380 K";" iwlwifi-6xxx-ucode (Intel 6xxx wireless microcode) The microcode provided in this package is required for the Intel Wireless WiFi Link AGN driver for Linux (iwlagn) to operate. Visit Intel's Linux wireless website at this address: http://intellinuxwireless.org/"
"jasper";"1.900.1";"x86_64";"3";"/slackware64/l";"";"160 K";"560 K";" jasper (free implementation of the JPEG-2000 standard) The JasPer Project is an open-source initiative to provide a free software-based reference implementation of the codec specified in the JPEG-2000 Part-1 standard (i.e., ISO/IEC 15444-1).jasper: jasper home: http://www.ece.uvic.ca/~mdadams/jasper/"
"jed";"0.99_19";"x86_64";"1";"/slackware64/ap";"";"520 K";"2220 K";" jed (programmer's editor) JED (by John E. Davis) is an extremely powerful but small emacs-like programmer's editor that is extensible in a C-like macro language and can do color syntax highlighting. Among the many features: Emacs, wordstar, EDT emulation; C, Fortran, TeX, text editing modes; Full undo; GNU Emacs compatible info reader, and lots more. JED is also 8 bit clean, so you can even edit binary files! "
"jfsutils";"1.1.15";"x86_64";"1";"/slackware64/a";"";"200 K";"1120 K";" jfsutils (IBM JFS utilities) Utilities for managing IBM's Journaled File System (JFS) under Linux: jfs_debugfs - shell-type JFS file system editor. jfs_fsck - check and repair a JFS formatted device. jfs_fscklog - extract a JFS fsck service log into a file. jfs_logdump - dump a JFS formatted device's journal log. jfs_mkfs - create a JFS formatted partition. jfs_tune - adjust tunable file system parameters on JFS."
"joe";"3.7";"x86_64";"1";"/slackware64/ap";"";"316 K";"1240 K";" joe (Joe text editor) Joseph H. Allen's easy to use text editor, similar to WordStar[tm]."
"jove";"4.16.0.73";"x86_64";"1";"/slackware64/ap";"";"152 K";"530 K";" jove (Jonathan's Own Version of Emacs) A mostly Emacs compatible text editor, with man pages and the 'teachjove' tutorial program. If you'd rather have the real thing, the actual Emacs editor/environment is available in series 'E'. JOVE was written by Jonathan Payne."
"jre";"6u25";"x86_64";"1";"/slackware64/l";"";"19864 K";"89540 K";" Java(TM) 2 Platform Standard Edition Runtime Environment. The J2SE(TM) Runtime Environment (JRE) is intended for software developers and vendors to redistribute with their applications. It contains the Java virtual machine, runtime class libraries, and Java application launcher that are necessary to run programs written in the Java programming language. If you need development tools, obtain the jdk from /extra, or see the web page: http://java.com/"
"k3b";"2.0.2";"x86_64";"2";"/slackware64/kde";"";"8564 K";"30780 K";" k3b (The CD Creator) K3b makes writing cds under Linux easy. It has an easy to use interface and supports CD burning (including on-the-fly), copying, erasing, ripping, and more. K3b was written by Sebastian Trueg, Thomas Froescher, Christian Kvasny, and Klaus-Dieter Krannich. For more information, visit: http://www.k3b.org"
"kaudiocreator";"r1212483";"x86_64";"1";"/slackware64/kde";"";"128 K";"470 K";" kaudiocreator (CD ripper and audio encoder) kaudiocreater is a KDE frontend for ripping and encoding audio to/from optical media."
"kbd";"1.15.2";"x86_64";"1";"/slackware64/a";"";"1080 K";"3410 K";" kbd (keyboard maps and console fonts) Load and save keyboard mappings. Needed if you are not using the US keyboard map. This package also contains utilities to change your console fonts - if you install it you'll get a menu later on that lets you select from many different fonts. If you like one, you can make it your default font. A new default font can be chosen at any time by typing 'setconsolefont'."
"kbproto";"1.0.5";"noarch";"1";"/slackware64/x";"";"28 K";"150 K";" kbproto kbproto is part of X11. For more information about the X.Org Foundation (the providers of the X.Org implementation of the X Window System), see their website: http://www.x.org"
"kde-l10n-ar";"4.5.5";"noarch";"3";"/slackware64/kdei";"";"2116 K";"6340 K";" kde-l10n-ar Arabic language support for KDE."
"kde-l10n-bg";"4.5.5";"noarch";"3";"/slackware64/kdei";"";"1032 K";"5460 K";" kde-l10n-bg Bulgarian language support for KDE."
"kde-l10n-ca";"4.5.5";"noarch";"3";"/slackware64/kdei";"";"3860 K";"14280 K";" kde-l10n-ca Catalan language support for KDE."
"kde-l10n-ca@valencia";"4.5.5";"noarch";"3";"/slackware64/kdei";"";"1996 K";"9220 K";" Catalan (Valencian) language support for KDE."
"kde-l10n-cs";"4.5.5";"noarch";"3";"/slackware64/kdei";"";"2364 K";"8290 K";" kde-l10n-cs Czech language support for KDE."
"kde-l10n-da";"4.5.5";"noarch";"3";"/slackware64/kdei";"";"12892 K";"22540 K";" kde-l10n-da Danish language support for KDE."
"kde-l10n-de";"4.5.5";"noarch";"3";"/slackware64/kdei";"";"28568 K";"44110 K";" kde-l10n-de German language support for KDE."
"kde-l10n-el";"4.5.5";"noarch";"3";"/slackware64/kdei";"";"2400 K";"10800 K";" kde-l10n-el Greek language support for KDE."
"kde-l10n-en_GB";"4.5.5";"noarch";"3";"/slackware64/kdei";"";"2492 K";"10990 K";" kde-l10n-en_GB English (UK) language support for KDE."
"kde-l10n-eo";"4.5.5";"noarch";"3";"/slackware64/kdei";"";"796 K";"3800 K";" kde-l10n-eo Esperanto language support for KDE."
"kde-l10n-es";"4.5.5";"noarch";"3";"/slackware64/kdei";"";"26552 K";"47360 K";" kde-l10n-es Spanish language support for KDE."
"kde-l10n-et";"4.5.5";"noarch";"3";"/slackware64/kdei";"";"6564 K";"19560 K";" kde-l10n-et Estonian language support for KDE."
"kde-l10n-eu";"4.5.5";"noarch";"3";"/slackware64/kdei";"";"1340 K";"5920 K";" kde-l10n-eu Basque language support for KDE."
"kde-l10n-fi";"4.5.5";"noarch";"3";"/slackware64/kdei";"";"1492 K";"6250 K";" kde-l10n-fi Finnish language support for KDE."
"kde-l10n-fr";"4.5.5";"noarch";"3";"/slackware64/kdei";"";"19580 K";"33570 K";" kde-l10n-fr French language support for KDE."
"kde-l10n-fy";"4.5.5";"noarch";"3";"/slackware64/kdei";"";"572 K";"2490 K";" kde-l10n-fy Abkhasysk language support for KDE."
"kde-l10n-ga";"4.5.5";"noarch";"3";"/slackware64/kdei";"";"2384 K";"8270 K";" kde-l10n-ga Irish language support for KDE."
"kde-l10n-gl";"4.5.5";"noarch";"3";"/slackware64/kdei";"";"3120 K";"11400 K";" kde-l10n-gl Galician language support for KDE."
"kde-l10n-gu";"4.5.5";"noarch";"3";"/slackware64/kdei";"";"440 K";"2370 K";" kde-l10n-gu Gujarati language support for KDE."
"kde-l10n-he";"4.5.5";"noarch";"3";"/slackware64/kdei";"";"1176 K";"4320 K";" kde-l10n-he Hebrew language support for KDE."
"kde-l10n-hi";"4.5.5";"noarch";"3";"/slackware64/kdei";"";"872 K";"5020 K";" kde-l10n-hi Hindi language support for KDE."
